# Program:featureCounts v1.5.3; Command:"featureCounts" "-a" "/data/home/ecumunel/M2_internship/rnaseq_data/annotation/GCF_000008865.2_ASM886v2_genomic.gff" "-t" "gene" "-g" "locus_tag" "-o" "/data/home/ecumunel/M2_internship/rnaseq_data/featureCounts_results/trimmed_ERR2955747.tsv" "/data/home/ecumunel/M2_internship/rnaseq_data/bowtie_results/trimmed_ERR2955747.sam" 
Geneid	Chr	Start	End	Strand	Length	/data/home/ecumunel/M2_internship/rnaseq_data/bowtie_results/trimmed_ERR2955747.sam
ECs_0035	NC_002695.2	34026	35174	+	1149	59243
ECs_0036	NC_002695.2	35192	38413	+	3222	136481
ECs_5362	NC_002695.2	38421	38639	-	219	504
ECs_0037	NC_002695.2	38674	39069	+	396	2433
ECs_0038	NC_002695.2	39188	39778	-	591	373
ECs_0039	NC_002695.2	39784	40569	-	786	34
ECs_0040	NC_002695.2	40678	42231	-	1554	547
ECs_0041	NC_002695.2	42305	43522	-	1218	422
ECs_0042	NC_002695.2	43651	44793	-	1143	462
ECs_0043	NC_002695.2	44824	46338	-	1515	50
ECs_0044	NC_002695.2	46817	47587	+	771	86
ECs_0045	NC_002695.2	47602	48543	+	942	141
ECs_0046	NC_002695.2	48594	49880	+	1287	116
ECs_0047	NC_002695.2	49877	50164	+	288	18
ECs_0048	NC_002695.2	50222	51553	+	1332	292
ECs_0049	NC_002695.2	51661	52191	+	531	773
ECs_0050	NC_002695.2	52184	54046	+	1863	2555
ECs_0051	NC_002695.2	54127	54717	+	591	7526
ECs_0052	NC_002695.2	54803	55036	+	234	2874
ECs_0053	NC_002695.2	55039	55353	+	315	1829
ECs_0054	NC_002695.2	55350	56198	-	849	8566
ECs_0055	NC_002695.2	56205	56582	-	378	6914
ECs_0056	NC_002695.2	56585	57406	-	822	14762
ECs_0057	NC_002695.2	57403	58392	-	990	10765
ECs_0058	NC_002695.2	58392	59678	-	1287	34730
ECs_0059	NC_002695.2	59731	62085	-	2355	48376
ECs_0060	NC_002695.2	62340	63155	+	816	2214
ECs_0061	NC_002695.2	63450	64202	+	753	588
ECs_0062	NC_002695.2	64620	65279	-	660	2896
ECs_0063	NC_002695.2	65291	68197	-	2907	11954
ECs_0064	NC_002695.2	68361	70712	-	2352	3512
ECs_0065	NC_002695.2	70787	71482	-	696	246
ECs_0066	NC_002695.2	71682	73184	-	1503	503
ECs_0067	NC_002695.2	73195	74895	-	1701	240
ECs_0068	NC_002695.2	75234	76112	+	879	853
ECs_0069	NC_002695.2	76198	76962	+	765	3143
ECs_0070	NC_002695.2	77049	77747	-	699	1386
ECs_0071	NC_002695.2	77731	79341	-	1611	2051
ECs_0072	NC_002695.2	79317	80300	-	984	7102
ECs_0073	NC_002695.2	80672	81241	+	570	228
ECs_0074	NC_002695.2	81470	83128	-	1659	2211
ECs_0075	NC_002695.2	83456	84061	-	606	3388
ECs_0076	NC_002695.2	84072	85472	-	1401	5142
ECs_0077	NC_002695.2	85475	86566	-	1092	5414
ECs_0078	NC_002695.2	86566	88137	-	1572	7048
ECs_0079	NC_002695.2	88230	88316	-	87	340
ECs_0080	NC_002695.2	88974	89918	+	945	111
ECs_0081	NC_002695.2	90236	91960	+	1725	4762
ECs_0082	NC_002695.2	91963	92454	+	492	1672
ECs_0083	NC_002695.2	92466	92552	+	87	81
ECs_0084	NC_002695.2	92634	93638	+	1005	4812
ECs_0085	NC_002695.2	94240	94698	+	459	5183
ECs_0086	NC_002695.2	94700	95641	+	942	9283
ECs_0087	NC_002695.2	95638	96003	+	366	2145
ECs_0088	NC_002695.2	96019	97785	+	1767	5648
ECs_0089	NC_002695.2	97772	99259	+	1488	5880
ECs_0090	NC_002695.2	99256	100614	+	1359	5569
ECs_0091	NC_002695.2	100608	101690	+	1083	3028
ECs_0092	NC_002695.2	101693	103009	+	1317	3479
ECs_0093	NC_002695.2	103009	104253	+	1245	4093
ECs_0094	NC_002695.2	104250	105317	+	1068	4591
ECs_0095	NC_002695.2	105371	106846	+	1476	6599
ECs_0096	NC_002695.2	106839	107759	+	921	5948
ECs_0097	NC_002695.2	107761	108591	+	831	5933
ECs_0098	NC_002695.2	108588	109850	+	1263	6414
ECs_0099	NC_002695.2	109911	111062	+	1152	28723
ECs_0100	NC_002695.2	111163	112080	+	918	69400
ECs_0101	NC_002695.2	112311	112823	+	513	4680
ECs_0102	NC_002695.2	112885	115590	+	2706	28410
ECs_0103	NC_002695.2	115650	116048	+	399	1285
ECs_0105	NC_002695.2	116139	116336	-	198	914
ECs_0106	NC_002695.2	116346	117089	-	744	2607
ECs_0107	NC_002695.2	117089	117709	-	621	1370
ECs_0108	NC_002695.2	117934	118977	+	1044	9522
ECs_0110	NC_002695.2	119012	120214	-	1203	936
ECs_0111	NC_002695.2	120204	121589	-	1386	696
ECs_0112	NC_002695.2	121599	122039	-	441	72
ECs_0113	NC_002695.2	122242	123135	-	894	5461
ECs_0114	NC_002695.2	123223	123774	+	552	1864
ECs_0115	NC_002695.2	123771	124625	+	855	2733
ECs_0116	NC_002695.2	124668	126038	-	1371	19233
ECs_0117	NC_002695.2	126582	127346	+	765	15617
ECs_0118	NC_002695.2	127507	130170	+	2664	81939
ECs_0119	NC_002695.2	130185	132077	+	1893	37404
ECs_0120	NC_002695.2	132285	133709	+	1425	57172
ECs_0121	NC_002695.2	133780	135633	-	1854	1392
ECs_0122	NC_002695.2	135988	138585	+	2598	64067
ECs_0123	NC_002695.2	138761	139123	+	363	1030
ECs_0124	NC_002695.2	139161	139955	-	795	10877
ECs_0125	NC_002695.2	139971	140837	-	867	16021
ECs_0126	NC_002695.2	140943	141251	-	309	4415
ECs_0127	NC_002695.2	141456	143006	+	1551	7500
ECs_0128	NC_002695.2	143208	145598	-	2391	7285
ECs_0129	NC_002695.2	145804	146340	+	537	7805
ECs_0130	NC_002695.2	146381	147043	-	663	30734
ECs_0131	NC_002695.2	147152	148078	+	927	4186
ECs_0132	NC_002695.2	148075	148845	+	771	2848
ECs_0133	NC_002695.2	148950	149390	+	441	631
ECs_0134	NC_002695.2	149454	150683	+	1230	2334
ECs_0135	NC_002695.2	150687	151067	-	381	7398
ECs_0136	NC_002695.2	151341	152237	+	897	487
ECs_0137	NC_002695.2	152536	153387	-	852	18815
ECs_0138	NC_002695.2	153399	154193	-	795	6191
ECs_0139	NC_002695.2	154328	155437	-	1110	3126
ECs_0140	NC_002695.2	155449	156039	-	591	320
ECs_0141	NC_002695.2	156060	156665	-	606	1102
ECs_0142	NC_002695.2	156680	157228	-	549	394
ECs_0143	NC_002695.2	157242	159842	-	2601	1185
ECs_0144	NC_002695.2	159884	160609	-	726	145
ECs_0145	NC_002695.2	160696	161292	-	597	74
ECs_0146	NC_002695.2	161573	162055	-	483	1553
ECs_0147	NC_002695.2	162052	163449	-	1398	22586
ECs_0148	NC_002695.2	163509	164435	-	927	3162
ECs_0149	NC_002695.2	164472	164927	-	456	28877
ECs_0150	NC_002695.2	165105	165809	-	705	2297
ECs_0151	NC_002695.2	165824	166354	-	531	905
ECs_0152	NC_002695.2	166428	168857	+	2430	5107
ECs_0153	NC_002695.2	169053	171587	+	2535	19269
ECs_0154	NC_002695.2	171807	174050	+	2244	3593
ECs_0155	NC_002695.2	174101	174898	+	798	708
ECs_0156	NC_002695.2	174898	175788	+	891	348
ECs_0157	NC_002695.2	175785	177767	+	1983	1038
ECs_0158	NC_002695.2	177802	179082	-	1281	16363
ECs_0159	NC_002695.2	179307	180728	+	1422	3271
ECs_0160	NC_002695.2	180810	181154	+	345	4071
ECs_0161	NC_002695.2	181201	181824	-	624	1859
ECs_0162	NC_002695.2	181862	182662	-	801	2618
ECs_0163	NC_002695.2	182655	183353	-	699	10363
ECs_0164	NC_002695.2	183437	184954	+	1518	2964
ECs_0165	NC_002695.2	185084	186508	+	1425	25977
ECs_0166	NC_002695.2	186663	187820	+	1158	1136
ECs_0167	NC_002695.2	187909	188295	-	387	8306
ECs_0168	NC_002695.2	188610	189434	-	825	14511
ECs_0169	NC_002695.2	189465	192137	-	2673	9524
ECs_0170	NC_002695.2	192199	192993	-	795	10364
ECs_0171	NC_002695.2	193361	194086	+	726	292512
ECs_0172	NC_002695.2	194344	195195	+	852	115804
ECs_0173	NC_002695.2	195342	196067	+	726	23415
ECs_0174	NC_002695.2	196217	196774	+	558	38961
ECs_0175	NC_002695.2	196866	198062	+	1197	4711
ECs_0176	NC_002695.2	198251	199009	+	759	27180
ECs_0177	NC_002695.2	199052	199879	+	828	15355
ECs_0178	NC_002695.2	199891	201243	+	1353	30293
ECs_0179	NC_002695.2	201273	203705	+	2433	96562
ECs_0180	NC_002695.2	203826	204311	+	486	58271
ECs_0181	NC_002695.2	204315	205340	+	1026	34871
ECs_0182	NC_002695.2	205445	205900	+	456	16700
ECs_0183	NC_002695.2	205904	206692	+	789	26023
ECs_0184	NC_002695.2	206692	207840	+	1149	14207
ECs_0185	NC_002695.2	207837	208433	+	597	3787
ECs_0186	NC_002695.2	208470	211952	+	3483	29773
ECs_0187	NC_002695.2	211965	212924	+	960	24362
ECs_0188	NC_002695.2	213023	215164	+	2142	4231
ECs_0189	NC_002695.2	215221	215610	+	390	1092
ECs_0190	NC_002695.2	215675	216970	+	1296	2465
ECs_0191	NC_002695.2	217023	217283	-	261	2629
ECs_5365	NC_002695.2	217270	217470	-	201	2667
ECs_0192	NC_002695.2	217636	218094	+	459	2201
ECs_0193	NC_002695.2	218178	218588	+	411	1752
ECs_0194	NC_002695.2	218602	219312	+	711	3094
ECs_0195	NC_002695.2	219512	220336	-	825	518
ECs_0196	NC_002695.2	220389	222107	-	1719	32091
ECs_0197	NC_002695.2	222218	222925	-	708	4290
ECs_0198	NC_002695.2	222922	223326	-	405	8051
ECs_0199	NC_002695.2	223444	224259	-	816	41660
ECs_0200	NC_002695.2	224299	224952	-	654	6957
ECs_0201	NC_002695.2	224945	225976	-	1032	8798
ECs_0202	NC_002695.2	226164	226739	+	576	2446
ECs_R0001	NC_002695.2	227106	228643	+	1538	3064
ECs_R0024	NC_002695.2	228713	228789	+	77	704
ECs_R0025	NC_002695.2	228832	228907	+	76	527
ECs_R0002	NC_002695.2	229093	231992	+	2900	2027
ECs_R0003	NC_002695.2	232090	232200	+	111	11
ECs_R0026	NC_002695.2	232258	232334	+	77	62
ECs_0203	NC_002695.2	232497	233300	+	804	764
ECs_0204	NC_002695.2	233297	234211	-	915	1516
ECs_0205	NC_002695.2	234473	235252	+	780	4209
ECs_0206	NC_002695.2	235330	236100	+	771	2554
ECs_0207	NC_002695.2	236148	237506	-	1359	138269
ECs_0208	NC_002695.2	237578	238333	-	756	4870
ECs_0209	NC_002695.2	238367	239089	+	723	3023
ECs_0210	NC_002695.2	239086	239553	-	468	2145
ECs_0211	NC_002695.2	239609	240349	+	741	5207
ECs_R0027	NC_002695.2	240482	240558	+	77	388
ECs_5700	NC_002695.2	240887	241687	+	801	301
ECs_0212	NC_002695.2	241872	242168	-	297	41
ECs_0213	NC_002695.2	242165	242614	-	450	25
ECs_0214	NC_002695.2	242617	243213	-	597	30
ECs_0215	NC_002695.2	243292	243513	-	222	4
ECs_0216	NC_002695.2	243534	244013	-	480	25
ECs_0217	NC_002695.2	243979	245388	-	1410	485
ECs_0218	NC_002695.2	245399	248833	-	3435	767
ECs_0222	NC_002695.2	250386	251129	-	744	46
ECs_0223	NC_002695.2	251126	253897	-	2772	500
ECs_0224	NC_002695.2	253906	254667	-	762	228
ECs_0225	NC_002695.2	254672	256003	-	1332	660
ECs_0226	NC_002695.2	256006	256530	-	525	121
ECs_0227	NC_002695.2	256527	257807	-	1281	269
ECs_0228	NC_002695.2	257832	258914	-	1083	178
ECs_0229	NC_002695.2	258878	260728	-	1851	558
ECs_0230	NC_002695.2	260732	261145	-	414	226
ECs_0231	NC_002695.2	261236	262627	-	1392	450
ECs_0232	NC_002695.2	262678	262902	-	225	64
ECs_0233	NC_002695.2	262937	263437	-	501	299
ECs_0234	NC_002695.2	264134	264652	+	519	175
ECs_0236	NC_002695.2	264862	267003	+	2142	243
ECs_0237	NC_002695.2	267079	271293	+	4215	979
ECs_0238	NC_002695.2	271362	271907	+	546	146
ECs_0241	NC_002695.2	272653	273789	+	1137	142
ECs_0242	NC_002695.2	273792	275552	+	1761	685
ECs_0243	NC_002695.2	275536	275706	+	171	5
ECs_0244	NC_002695.2	275754	276017	+	264	23
ECs_0245	NC_002695.2	276198	277370	+	1173	168
ECs_0246	NC_002695.2	277488	278258	-	771	1492
ECs_0247	NC_002695.2	278439	278885	+	447	2153
ECs_0248	NC_002695.2	278928	281372	-	2445	5021
ECs_0249	NC_002695.2	281612	282190	+	579	4564
ECs_0250	NC_002695.2	282295	283062	+	768	3589
ECs_0251	NC_002695.2	283033	283773	-	741	6484
ECs_0252	NC_002695.2	283929	284189	-	261	1134
ECs_0253	NC_002695.2	284208	284468	-	261	2272
ECs_0254	NC_002695.2	284654	285427	+	774	280
ECs_0256	NC_002695.2	286245	287984	-	1740	239
ECs_0257	NC_002695.2	288079	288714	+	636	76
ECs_0258	NC_002695.2	288785	289840	+	1056	730
ECs_0259	NC_002695.2	289892	290185	+	294	235
ECs_0260	NC_002695.2	290188	290586	+	399	223
ECs_0261	NC_002695.2	290671	291048	+	378	113
ECs_0262	NC_002695.2	291355	291621	+	267	28
ECs_0263	NC_002695.2	291590	292090	+	501	680
ECs_0264	NC_002695.2	292147	293604	-	1458	33379
ECs_0265	NC_002695.2	293865	294323	+	459	12917
ECs_0266	NC_002695.2	294415	295659	+	1245	3595
ECs_0267	NC_002695.2	295717	296118	+	402	9457
ECs_0268	NC_002695.2	296157	297212	-	1056	424
ECs_0269	NC_002695.2	297500	298603	+	1104	5899
ECs_0270	NC_002695.2	298615	299868	+	1254	7190
ECs_R0028	NC_002695.2	299983	300058	+	76	648
ECs_0272	NC_002695.2	300938	301183	-	246	593
ECs_0273	NC_002695.2	301423	301812	-	390	2142
ECs_0274	NC_002695.2	301940	302653	-	714	15190
ECs_0275	NC_002695.2	302754	302954	+	201	58
ECs_0276	NC_002695.2	303073	303366	+	294	90
ECs_0280	NC_002695.2	304629	305423	+	795	86
ECs_0281	NC_002695.2	305423	306016	+	594	64
ECs_0282	NC_002695.2	305988	306431	-	444	28
ECs_0283	NC_002695.2	306452	306862	-	411	23
ECs_0284	NC_002695.2	306892	307446	+	555	125
ECs_0285	NC_002695.2	307504	308277	-	774	2975
ECs_0287	NC_002695.2	309101	309844	+	744	93
ECs_0288	NC_002695.2	309886	310239	-	354	101
ECs_0289	NC_002695.2	310807	311988	+	1182	381
ECs_0290	NC_002695.2	311992	312408	+	417	16
ECs_0291	NC_002695.2	312381	312998	+	618	13
ECs_0292	NC_002695.2	312998	313456	+	459	6
ECs_0296	NC_002695.2	315678	315950	-	273	240
ECs_0297	NC_002695.2	315956	316507	-	552	193
ECs_0298	NC_002695.2	316504	317256	-	753	64
ECs_0299	NC_002695.2	318190	318450	+	261	22
ECs_0300	NC_002695.2	318447	319004	+	558	239
ECs_0301	NC_002695.2	319001	319222	+	222	34
ECs_0302	NC_002695.2	319222	319545	+	324	269
ECs_0303	NC_002695.2	319559	321892	+	2334	1021
ECs_0304	NC_002695.2	322025	322981	-	957	385
ECs_0305	NC_002695.2	323657	324556	-	900	800
ECs_0306	NC_002695.2	324655	325377	+	723	218
ECs_0307	NC_002695.2	325544	325822	+	279	12
ECs_0309	NC_002695.2	326525	327427	-	903	912
ECs_0310	NC_002695.2	327673	328731	+	1059	207
ECs_0311	NC_002695.2	328873	330000	+	1128	411
ECs_0313	NC_002695.2	330179	331135	-	957	667
ECs_0314	NC_002695.2	331145	333343	-	2199	1810
ECs_0315	NC_002695.2	333340	334296	-	957	470
ECs_0316	NC_002695.2	334293	334982	-	690	1268
ECs_0317	NC_002695.2	335400	336014	+	615	229
ECs_0319	NC_002695.2	336904	337614	-	711	405
ECs_0320	NC_002695.2	337583	339226	-	1644	1079
ECs_0321	NC_002695.2	339216	341741	-	2526	1500
ECs_0322	NC_002695.2	341767	342435	-	669	441
ECs_0323	NC_002695.2	342493	343080	-	588	758
ECs_0324	NC_002695.2	343155	343697	-	543	344
ECs_0326	NC_002695.2	344522	344713	+	192	26
ECs_5701	NC_002695.2	344783	344923	-	141	132
ECs_0327	NC_002695.2	344923	345189	-	267	538
ECs_0328	NC_002695.2	345450	345830	+	381	206
ECs_0329	NC_002695.2	345827	346174	+	348	195
ECs_0330	NC_002695.2	346224	347762	+	1539	2891
ECs_0331	NC_002695.2	348574	349716	-	1143	54
ECs_0332	NC_002695.2	349951	350871	-	921	329
ECs_0333	NC_002695.2	351028	351954	+	927	684
ECs_0334	NC_002695.2	352242	352598	-	357	578
ECs_0335	NC_002695.2	352791	353366	-	576	244
ECs_0336	NC_002695.2	353932	358185	+	4254	599
ECs_0337	NC_002695.2	358306	359163	-	858	2054
ECs_0338	NC_002695.2	359412	360281	+	870	941
ECs_0340	NC_002695.2	360441	361034	-	594	45
ECs_0342	NC_002695.2	361391	362716	-	1326	1254
ECs_0343	NC_002695.2	362942	363796	+	855	349
ECs_0344	NC_002695.2	364323	365042	+	720	284
ECs_0345	NC_002695.2	365053	366480	+	1428	528
ECs_0346	NC_002695.2	366473	367168	+	696	200
ECs_0349	NC_002695.2	368261	368473	-	213	18
ECs_0350	NC_002695.2	368427	369521	-	1095	41
ECs_0351	NC_002695.2	369563	370324	-	762	67
ECs_0352	NC_002695.2	371105	371272	-	168	103
ECs_0356	NC_002695.2	372408	372542	+	135	0
ECs_0357	NC_002695.2	373224	374912	-	1689	1055
ECs_0358	NC_002695.2	374926	376398	-	1473	1579
ECs_0359	NC_002695.2	376412	376999	-	588	547
ECs_0360	NC_002695.2	377128	379161	+	2034	1946
ECs_0362	NC_002695.2	379735	383718	+	3984	1116
ECs_0363	NC_002695.2	383860	384948	+	1089	1226
ECs_0366	NC_002695.2	386013	386315	-	303	9
ECs_0367	NC_002695.2	386778	387383	+	606	100
ECs_0368	NC_002695.2	387423	388286	+	864	17
ECs_0369	NC_002695.2	388276	389823	+	1548	88
ECs_0370	NC_002695.2	389823	391241	+	1419	641
ECs_0371	NC_002695.2	391267	391587	+	321	414
ECs_0372	NC_002695.2	391756	392706	+	951	133
ECs_0373	NC_002695.2	392716	394098	+	1383	493
ECs_5377	NC_002695.2	394397	394807	+	411	109
ECs_0374	NC_002695.2	395058	396044	+	987	613
ECs_0375	NC_002695.2	396399	397577	+	1179	577
ECs_0377	NC_002695.2	397570	398541	+	972	431
ECs_0378	NC_002695.2	398538	399494	+	957	2873
ECs_0379	NC_002695.2	399581	400630	+	1050	10986
ECs_0380	NC_002695.2	400873	401688	+	816	74
ECs_0382	NC_002695.2	402366	402998	-	633	306
ECs_0383	NC_002695.2	403184	403459	+	276	17030
ECs_0384	NC_002695.2	403557	405143	-	1587	1570
ECs_0385	NC_002695.2	405382	406272	+	891	593
ECs_0386	NC_002695.2	406428	407597	+	1170	468
ECs_0387	NC_002695.2	407631	409082	+	1452	423
ECs_0388	NC_002695.2	409122	411008	+	1887	566
ECs_0389	NC_002695.2	411902	413161	+	1260	14237
ECs_0390	NC_002695.2	413151	414434	+	1284	19686
ECs_0391	NC_002695.2	414567	415466	-	900	2997
ECs_0392	NC_002695.2	415576	416235	+	660	160
ECs_0393	NC_002695.2	416266	416736	+	471	124
ECs_0394	NC_002695.2	416742	417923	+	1182	958
ECs_0395	NC_002695.2	418026	418637	-	612	5996
ECs_0396	NC_002695.2	418703	419956	-	1254	8885
ECs_0397	NC_002695.2	420008	423082	-	3075	69864
ECs_0398	NC_002695.2	423205	424296	-	1092	3186
ECs_0399	NC_002695.2	424324	425277	-	954	862
ECs_0400	NC_002695.2	425297	426073	-	777	698
ECs_0401	NC_002695.2	426188	427135	-	948	423
ECs_0402	NC_002695.2	427212	428876	+	1665	96
ECs_0403	NC_002695.2	428878	429822	+	945	72
ECs_0404	NC_002695.2	429840	430706	+	867	125
ECs_0405	NC_002695.2	430716	431525	+	810	51
ECs_0406	NC_002695.2	431522	432472	+	951	89
ECs_0407	NC_002695.2	432469	433482	+	1014	79
ECs_0408	NC_002695.2	433658	434869	+	1212	286
ECs_0409	NC_002695.2	434971	435510	+	540	1106
ECs_0410	NC_002695.2	435635	436468	-	834	2149
ECs_0411	NC_002695.2	436561	437670	-	1110	9603
ECs_0412	NC_002695.2	437705	437980	-	276	2313
ECs_0413	NC_002695.2	438140	439186	-	1047	761
ECs_0414	NC_002695.2	439198	441276	-	2079	704
ECs_0415	NC_002695.2	441345	442376	-	1032	804
ECs_0416	NC_002695.2	442373	443677	-	1305	732
ECs_0417	NC_002695.2	443762	445303	-	1542	1015
ECs_0418	NC_002695.2	445303	445932	-	630	612
ECs_0419	NC_002695.2	446235	447197	+	963	865
ECs_0420	NC_002695.2	447210	447977	+	768	712
ECs_0421	NC_002695.2	447974	448801	+	828	495
ECs_0422	NC_002695.2	448798	449649	+	852	2242
ECs_0423	NC_002695.2	449756	450730	-	975	8712
ECs_0424	NC_002695.2	451256	454198	+	2943	2379
ECs_0425	NC_002695.2	454286	454909	+	624	85
ECs_0426	NC_002695.2	454910	456067	-	1158	2276
ECs_0427	NC_002695.2	456419	457639	+	1221	1203
ECs_0428	NC_002695.2	457652	458746	+	1095	2871
ECs_0429	NC_002695.2	458805	459113	-	309	1739
ECs_0430	NC_002695.2	459373	459585	+	213	363
ECs_0431	NC_002695.2	459609	460703	-	1095	6721
ECs_0432	NC_002695.2	461166	461426	+	261	2087
ECs_0433	NC_002695.2	461527	462942	+	1416	1901
ECs_0434	NC_002695.2	463061	463381	+	321	3229
ECs_0435	NC_002695.2	463483	464598	+	1116	775
ECs_0436	NC_002695.2	464615	465424	-	810	5431
ECs_0437	NC_002695.2	465544	466002	+	459	1578
ECs_0438	NC_002695.2	466185	466709	+	525	4432
ECs_0439	NC_002695.2	466759	466950	+	192	2928
ECs_0440	NC_002695.2	467208	467885	+	678	6919
ECs_0441	NC_002695.2	467957	468241	+	285	4775
ECs_0442	NC_002695.2	468385	470664	+	2280	233
ECs_0443	NC_002695.2	470661	471110	+	450	290
ECs_0444	NC_002695.2	471195	472172	-	978	14164
ECs_0445	NC_002695.2	472231	473139	+	909	607
ECs_0446	NC_002695.2	473282	474550	-	1269	1145
ECs_0447	NC_002695.2	474592	477735	-	3144	3724
ECs_0448	NC_002695.2	477732	478934	-	1203	2164
ECs_0449	NC_002695.2	479124	479813	+	690	1839
ECs_0450	NC_002695.2	479871	481166	+	1296	2011
ECs_0451	NC_002695.2	481573	482892	+	1320	8250
ECs_0452	NC_002695.2	482968	484341	+	1374	3098
ECs_0453	NC_002695.2	484497	486314	+	1818	790
ECs_0454	NC_002695.2	486502	487947	+	1446	466
ECs_0455	NC_002695.2	487968	488549	-	582	1437
ECs_0456	NC_002695.2	488642	489712	+	1071	6461
ECs_0457	NC_002695.2	489767	490894	+	1128	30990
ECs_0458	NC_002695.2	490917	491249	+	333	18887
ECs_0459	NC_002695.2	491310	493124	+	1815	31567
ECs_0460	NC_002695.2	493135	494106	+	972	12178
ECs_0461	NC_002695.2	494257	494499	+	243	914
ECs_0462	NC_002695.2	494492	494773	+	282	1070
ECs_0463	NC_002695.2	494861	495208	+	348	2757
ECs_0464	NC_002695.2	495385	496269	-	885	12610
ECs_0465	NC_002695.2	496568	497107	-	540	1812
ECs_0466	NC_002695.2	497258	497707	+	450	1857
ECs_0467	NC_002695.2	497711	498814	+	1104	3962
ECs_0468	NC_002695.2	498903	499373	+	471	9593
ECs_0469	NC_002695.2	499393	499812	+	420	11584
ECs_0470	NC_002695.2	499890	500867	+	978	1025
ECs_0471	NC_002695.2	500845	501360	+	516	1168
ECs_0472	NC_002695.2	501538	503109	-	1572	273
ECs_0473	NC_002695.2	503340	504314	-	975	4048
ECs_0474	NC_002695.2	504369	506231	-	1863	12275
ECs_0475	NC_002695.2	506256	507155	-	900	8576
ECs_0476	NC_002695.2	507155	507397	-	243	2219
ECs_0477	NC_002695.2	507603	509051	+	1449	13471
ECs_0478	NC_002695.2	509105	509695	-	591	902
ECs_0479	NC_002695.2	509658	510569	-	912	1658
ECs_0480	NC_002695.2	510737	511228	+	492	7900
ECs_0481	NC_002695.2	511356	512720	-	1365	2276
ECs_0482	NC_002695.2	512869	513759	-	891	11368
ECs_0483	NC_002695.2	513771	514100	-	330	5202
ECs_0484	NC_002695.2	514100	514714	-	615	8847
ECs_0485	NC_002695.2	514704	516695	-	1992	48719
ECs_0486	NC_002695.2	516717	517664	-	948	35225
ECs_0487	NC_002695.2	518124	519599	-	1476	4875
ECs_0488	NC_002695.2	519643	520221	-	579	7370
ECs_0489	NC_002695.2	520529	520843	+	315	22299
ECs_0490	NC_002695.2	521187	522485	+	1299	141536
ECs_0491	NC_002695.2	522730	523353	+	624	20517
ECs_0492	NC_002695.2	523479	524753	+	1275	40555
ECs_0493	NC_002695.2	524941	527295	+	2355	52298
ECs_0494	NC_002695.2	527504	527776	+	273	20198
ECs_0495	NC_002695.2	527968	529839	+	1872	28524
ECs_0496	NC_002695.2	529990	530361	+	372	281
ECs_0497	NC_002695.2	530467	530865	+	399	760
ECs_0498	NC_002695.2	530917	531612	-	696	3067
ECs_0499	NC_002695.2	531677	533377	-	1701	854
ECs_0500	NC_002695.2	533477	534295	+	819	1866
ECs_0501	NC_002695.2	534447	534905	+	459	1005
ECs_0502	NC_002695.2	534935	536707	+	1773	1675
ECs_0503	NC_002695.2	536700	538481	+	1782	1616
ECs_0504	NC_002695.2	538662	539000	+	339	762
ECs_0505	NC_002695.2	539030	540316	+	1287	1803
ECs_0506	NC_002695.2	540365	541225	-	861	2745
