# Program:featureCounts v1.5.3; Command:"featureCounts" "-a" "/data/home/ecumunel/M2_internship/rnaseq_data/annotation/GCF_000008865.2_ASM886v2_genomic.gff" "-t" "gene" "-g" "locus_tag" "-o" "/data/home/ecumunel/M2_internship/rnaseq_data/featureCounts_results/trimmed_ERR2955752.tsv" "/data/home/ecumunel/M2_internship/rnaseq_data/bowtie_results/trimmed_ERR2955752.sam" 
Geneid	Chr	Start	End	Strand	Length	/data/home/ecumunel/M2_internship/rnaseq_data/bowtie_results/trimmed_ERR2955752.sam
ECs_0134	NC_002695.2	149454	150683	+	1230	2670
ECs_0135	NC_002695.2	150687	151067	-	381	6341
ECs_0136	NC_002695.2	151341	152237	+	897	442
ECs_0137	NC_002695.2	152536	153387	-	852	14106
ECs_0138	NC_002695.2	153399	154193	-	795	5163
ECs_0139	NC_002695.2	154328	155437	-	1110	4306
ECs_0140	NC_002695.2	155449	156039	-	591	313
ECs_0141	NC_002695.2	156060	156665	-	606	1132
ECs_0142	NC_002695.2	156680	157228	-	549	454
ECs_0143	NC_002695.2	157242	159842	-	2601	912
ECs_0144	NC_002695.2	159884	160609	-	726	150
ECs_0145	NC_002695.2	160696	161292	-	597	82
ECs_0146	NC_002695.2	161573	162055	-	483	1605
ECs_0147	NC_002695.2	162052	163449	-	1398	31018
ECs_0148	NC_002695.2	163509	164435	-	927	3919
ECs_0149	NC_002695.2	164472	164927	-	456	16135
ECs_0150	NC_002695.2	165105	165809	-	705	691
ECs_0151	NC_002695.2	165824	166354	-	531	973
ECs_0152	NC_002695.2	166428	168857	+	2430	6312
ECs_0153	NC_002695.2	169053	171587	+	2535	16930
ECs_0154	NC_002695.2	171807	174050	+	2244	2248
ECs_0155	NC_002695.2	174101	174898	+	798	669
ECs_0156	NC_002695.2	174898	175788	+	891	323
ECs_0157	NC_002695.2	175785	177767	+	1983	607
ECs_0158	NC_002695.2	177802	179082	-	1281	9465
ECs_0159	NC_002695.2	179307	180728	+	1422	1176
ECs_0160	NC_002695.2	180810	181154	+	345	3018
ECs_0161	NC_002695.2	181201	181824	-	624	3051
ECs_0162	NC_002695.2	181862	182662	-	801	2874
ECs_0163	NC_002695.2	182655	183353	-	699	7393
ECs_0164	NC_002695.2	183437	184954	+	1518	1778
ECs_0165	NC_002695.2	185084	186508	+	1425	11341
ECs_0166	NC_002695.2	186663	187820	+	1158	625
ECs_0167	NC_002695.2	187909	188295	-	387	2375
ECs_0168	NC_002695.2	188610	189434	-	825	6403
ECs_0169	NC_002695.2	189465	192137	-	2673	6517
ECs_0170	NC_002695.2	192199	192993	-	795	11874
ECs_0171	NC_002695.2	193361	194086	+	726	464067
ECs_0172	NC_002695.2	194344	195195	+	852	180433
ECs_0173	NC_002695.2	195342	196067	+	726	18151
ECs_0174	NC_002695.2	196217	196774	+	558	36246
ECs_0175	NC_002695.2	196866	198062	+	1197	3852
ECs_0176	NC_002695.2	198251	199009	+	759	38684
ECs_0177	NC_002695.2	199052	199879	+	828	21069
ECs_0178	NC_002695.2	199891	201243	+	1353	38521
ECs_0179	NC_002695.2	201273	203705	+	2433	112576
ECs_0180	NC_002695.2	203826	204311	+	486	61547
ECs_0181	NC_002695.2	204315	205340	+	1026	50160
ECs_0182	NC_002695.2	205445	205900	+	456	26823
ECs_0183	NC_002695.2	205904	206692	+	789	40885
ECs_0184	NC_002695.2	206692	207840	+	1149	17937
ECs_0185	NC_002695.2	207837	208433	+	597	5908
ECs_0186	NC_002695.2	208470	211952	+	3483	37563
ECs_0187	NC_002695.2	211965	212924	+	960	27859
ECs_0188	NC_002695.2	213023	215164	+	2142	2159
ECs_0189	NC_002695.2	215221	215610	+	390	504
ECs_0190	NC_002695.2	215675	216970	+	1296	2239
ECs_0191	NC_002695.2	217023	217283	-	261	1418
ECs_5365	NC_002695.2	217270	217470	-	201	1435
ECs_0192	NC_002695.2	217636	218094	+	459	2214
ECs_0193	NC_002695.2	218178	218588	+	411	1267
ECs_0194	NC_002695.2	218602	219312	+	711	2036
ECs_0195	NC_002695.2	219512	220336	-	825	441
ECs_0196	NC_002695.2	220389	222107	-	1719	33817
ECs_0197	NC_002695.2	222218	222925	-	708	3429
ECs_0198	NC_002695.2	222922	223326	-	405	4706
ECs_0199	NC_002695.2	223444	224259	-	816	4000
ECs_0200	NC_002695.2	224299	224952	-	654	1324
ECs_0201	NC_002695.2	224945	225976	-	1032	2027
ECs_0202	NC_002695.2	226164	226739	+	576	1813
ECs_R0001	NC_002695.2	227106	228643	+	1538	4103
ECs_R0024	NC_002695.2	228713	228789	+	77	2637
ECs_R0025	NC_002695.2	228832	228907	+	76	1708
ECs_R0002	NC_002695.2	229093	231992	+	2900	1926
ECs_R0003	NC_002695.2	232090	232200	+	111	20
ECs_R0026	NC_002695.2	232258	232334	+	77	187
ECs_0203	NC_002695.2	232497	233300	+	804	2313
ECs_0204	NC_002695.2	233297	234211	-	915	2878
ECs_0205	NC_002695.2	234473	235252	+	780	3460
ECs_0206	NC_002695.2	235330	236100	+	771	3127
ECs_0207	NC_002695.2	236148	237506	-	1359	105208
ECs_0208	NC_002695.2	237578	238333	-	756	2364
ECs_0209	NC_002695.2	238367	239089	+	723	2856
ECs_0210	NC_002695.2	239086	239553	-	468	2682
ECs_0211	NC_002695.2	239609	240349	+	741	5169
ECs_R0027	NC_002695.2	240482	240558	+	77	495
ECs_5700	NC_002695.2	240887	241687	+	801	972
ECs_0212	NC_002695.2	241872	242168	-	297	67
ECs_0213	NC_002695.2	242165	242614	-	450	36
ECs_0214	NC_002695.2	242617	243213	-	597	59
ECs_0215	NC_002695.2	243292	243513	-	222	22
ECs_0216	NC_002695.2	243534	244013	-	480	23
ECs_0217	NC_002695.2	243979	245388	-	1410	634
ECs_0218	NC_002695.2	245399	248833	-	3435	987
ECs_0222	NC_002695.2	250386	251129	-	744	54
ECs_0223	NC_002695.2	251126	253897	-	2772	393
ECs_0224	NC_002695.2	253906	254667	-	762	198
ECs_0225	NC_002695.2	254672	256003	-	1332	683
ECs_0226	NC_002695.2	256006	256530	-	525	97
ECs_0227	NC_002695.2	256527	257807	-	1281	241
ECs_0228	NC_002695.2	257832	258914	-	1083	146
ECs_0229	NC_002695.2	258878	260728	-	1851	469
ECs_0230	NC_002695.2	260732	261145	-	414	209
ECs_0231	NC_002695.2	261236	262627	-	1392	437
ECs_0232	NC_002695.2	262678	262902	-	225	77
ECs_0233	NC_002695.2	262937	263437	-	501	384
ECs_0234	NC_002695.2	264134	264652	+	519	225
ECs_0236	NC_002695.2	264862	267003	+	2142	169
ECs_0237	NC_002695.2	267079	271293	+	4215	1348
ECs_0238	NC_002695.2	271362	271907	+	546	136
ECs_0241	NC_002695.2	272653	273789	+	1137	164
ECs_0242	NC_002695.2	273792	275552	+	1761	563
ECs_0243	NC_002695.2	275536	275706	+	171	6
ECs_0244	NC_002695.2	275754	276017	+	264	24
ECs_0245	NC_002695.2	276198	277370	+	1173	130
ECs_0246	NC_002695.2	277488	278258	-	771	828
ECs_0247	NC_002695.2	278439	278885	+	447	278
ECs_0248	NC_002695.2	278928	281372	-	2445	1489
ECs_0249	NC_002695.2	281612	282190	+	579	2805
ECs_0250	NC_002695.2	282295	283062	+	768	3266
ECs_0251	NC_002695.2	283033	283773	-	741	11484
ECs_0252	NC_002695.2	283929	284189	-	261	1225
ECs_0253	NC_002695.2	284208	284468	-	261	1724
ECs_0254	NC_002695.2	284654	285427	+	774	198
ECs_0256	NC_002695.2	286245	287984	-	1740	209
ECs_0257	NC_002695.2	288079	288714	+	636	60
ECs_0258	NC_002695.2	288785	289840	+	1056	606
ECs_0259	NC_002695.2	289892	290185	+	294	238
ECs_0260	NC_002695.2	290188	290586	+	399	186
ECs_0261	NC_002695.2	290671	291048	+	378	120
ECs_0262	NC_002695.2	291355	291621	+	267	42
ECs_0263	NC_002695.2	291590	292090	+	501	892
ECs_0264	NC_002695.2	292147	293604	-	1458	20863
ECs_0265	NC_002695.2	293865	294323	+	459	18329
ECs_0266	NC_002695.2	294415	295659	+	1245	4644
ECs_0267	NC_002695.2	295717	296118	+	402	4570
ECs_0268	NC_002695.2	296157	297212	-	1056	463
ECs_0269	NC_002695.2	297500	298603	+	1104	5342
ECs_0270	NC_002695.2	298615	299868	+	1254	5268
ECs_R0028	NC_002695.2	299983	300058	+	76	816
ECs_0272	NC_002695.2	300938	301183	-	246	457
ECs_0273	NC_002695.2	301423	301812	-	390	2476
ECs_0274	NC_002695.2	301940	302653	-	714	15187
ECs_0275	NC_002695.2	302754	302954	+	201	155
ECs_0276	NC_002695.2	303073	303366	+	294	208
ECs_0280	NC_002695.2	304629	305423	+	795	71
ECs_0281	NC_002695.2	305423	306016	+	594	59
ECs_0282	NC_002695.2	305988	306431	-	444	41
ECs_0283	NC_002695.2	306452	306862	-	411	41
ECs_0284	NC_002695.2	306892	307446	+	555	184
ECs_0285	NC_002695.2	307504	308277	-	774	4342
ECs_0287	NC_002695.2	309101	309844	+	744	77
ECs_0288	NC_002695.2	309886	310239	-	354	87
ECs_0289	NC_002695.2	310807	311988	+	1182	223
ECs_0290	NC_002695.2	311992	312408	+	417	6
ECs_0291	NC_002695.2	312381	312998	+	618	9
ECs_0292	NC_002695.2	312998	313456	+	459	4
ECs_0296	NC_002695.2	315678	315950	-	273	257
ECs_0297	NC_002695.2	315956	316507	-	552	155
ECs_0298	NC_002695.2	316504	317256	-	753	60
ECs_0299	NC_002695.2	318190	318450	+	261	19
ECs_0300	NC_002695.2	318447	319004	+	558	580
ECs_0301	NC_002695.2	319001	319222	+	222	40
ECs_0302	NC_002695.2	319222	319545	+	324	252
ECs_0303	NC_002695.2	319559	321892	+	2334	930
ECs_0304	NC_002695.2	322025	322981	-	957	1005
ECs_0305	NC_002695.2	323657	324556	-	900	880
ECs_0306	NC_002695.2	324655	325377	+	723	161
ECs_0307	NC_002695.2	325544	325822	+	279	12
ECs_0309	NC_002695.2	326525	327427	-	903	1369
ECs_0310	NC_002695.2	327673	328731	+	1059	129
ECs_0311	NC_002695.2	328873	330000	+	1128	294
ECs_0313	NC_002695.2	330179	331135	-	957	267
ECs_0314	NC_002695.2	331145	333343	-	2199	212
ECs_0315	NC_002695.2	333340	334296	-	957	52
ECs_0316	NC_002695.2	334293	334982	-	690	77
ECs_0317	NC_002695.2	335400	336014	+	615	896
ECs_0319	NC_002695.2	336904	337614	-	711	374
ECs_0320	NC_002695.2	337583	339226	-	1644	1142
ECs_0321	NC_002695.2	339216	341741	-	2526	1818
ECs_0322	NC_002695.2	341767	342435	-	669	852
ECs_0323	NC_002695.2	342493	343080	-	588	1431
ECs_0324	NC_002695.2	343155	343697	-	543	614
ECs_0326	NC_002695.2	344522	344713	+	192	60
ECs_5701	NC_002695.2	344783	344923	-	141	76
ECs_0327	NC_002695.2	344923	345189	-	267	411
ECs_0328	NC_002695.2	345450	345830	+	381	299
ECs_0329	NC_002695.2	345827	346174	+	348	293
ECs_0330	NC_002695.2	346224	347762	+	1539	3224
ECs_0331	NC_002695.2	348574	349716	-	1143	81
ECs_0332	NC_002695.2	349951	350871	-	921	202
ECs_0333	NC_002695.2	351028	351954	+	927	598
ECs_0334	NC_002695.2	352242	352598	-	357	846
ECs_0335	NC_002695.2	352791	353366	-	576	129
ECs_0336	NC_002695.2	353932	358185	+	4254	619
ECs_0337	NC_002695.2	358306	359163	-	858	1146
ECs_0338	NC_002695.2	359412	360281	+	870	253
ECs_0340	NC_002695.2	360441	361034	-	594	34
ECs_0342	NC_002695.2	361391	362716	-	1326	83
ECs_0343	NC_002695.2	362942	363796	+	855	290
ECs_0344	NC_002695.2	364323	365042	+	720	103
ECs_0345	NC_002695.2	365053	366480	+	1428	156
ECs_0346	NC_002695.2	366473	367168	+	696	92
ECs_0349	NC_002695.2	368261	368473	-	213	8
ECs_0350	NC_002695.2	368427	369521	-	1095	28
ECs_0351	NC_002695.2	369563	370324	-	762	34
ECs_0352	NC_002695.2	371105	371272	-	168	95
ECs_0356	NC_002695.2	372408	372542	+	135	0
ECs_0357	NC_002695.2	373224	374912	-	1689	1594
ECs_0358	NC_002695.2	374926	376398	-	1473	2315
ECs_0359	NC_002695.2	376412	376999	-	588	947
ECs_0360	NC_002695.2	377128	379161	+	2034	1819
ECs_0362	NC_002695.2	379735	383718	+	3984	735
ECs_0363	NC_002695.2	383860	384948	+	1089	833
ECs_0366	NC_002695.2	386013	386315	-	303	13
ECs_0367	NC_002695.2	386778	387383	+	606	54
ECs_0368	NC_002695.2	387423	388286	+	864	25
ECs_0369	NC_002695.2	388276	389823	+	1548	63
ECs_0370	NC_002695.2	389823	391241	+	1419	92
ECs_0371	NC_002695.2	391267	391587	+	321	64
ECs_0372	NC_002695.2	391756	392706	+	951	112
ECs_0373	NC_002695.2	392716	394098	+	1383	431
ECs_5377	NC_002695.2	394397	394807	+	411	28
ECs_0374	NC_002695.2	395058	396044	+	987	314
ECs_0375	NC_002695.2	396399	397577	+	1179	356
ECs_0377	NC_002695.2	397570	398541	+	972	279
ECs_0378	NC_002695.2	398538	399494	+	957	2650
ECs_0379	NC_002695.2	399581	400630	+	1050	2130
ECs_0380	NC_002695.2	400873	401688	+	816	78
ECs_0382	NC_002695.2	402366	402998	-	633	126
ECs_0383	NC_002695.2	403184	403459	+	276	738
ECs_0384	NC_002695.2	403557	405143	-	1587	101
ECs_0385	NC_002695.2	405382	406272	+	891	341
ECs_0386	NC_002695.2	406428	407597	+	1170	229
ECs_0387	NC_002695.2	407631	409082	+	1452	235
ECs_0388	NC_002695.2	409122	411008	+	1887	361
ECs_0389	NC_002695.2	411902	413161	+	1260	610
ECs_0390	NC_002695.2	413151	414434	+	1284	1761
ECs_0391	NC_002695.2	414567	415466	-	900	600
ECs_0392	NC_002695.2	415576	416235	+	660	165
ECs_0393	NC_002695.2	416266	416736	+	471	42
ECs_0394	NC_002695.2	416742	417923	+	1182	274
ECs_0395	NC_002695.2	418026	418637	-	612	202
ECs_0396	NC_002695.2	418703	419956	-	1254	221
ECs_0397	NC_002695.2	420008	423082	-	3075	1133
ECs_0398	NC_002695.2	423205	424296	-	1092	2385
ECs_0399	NC_002695.2	424324	425277	-	954	409
ECs_0400	NC_002695.2	425297	426073	-	777	450
ECs_0401	NC_002695.2	426188	427135	-	948	76
ECs_0402	NC_002695.2	427212	428876	+	1665	105
ECs_0403	NC_002695.2	428878	429822	+	945	74
ECs_0404	NC_002695.2	429840	430706	+	867	106
ECs_0405	NC_002695.2	430716	431525	+	810	30
ECs_0406	NC_002695.2	431522	432472	+	951	63
ECs_0407	NC_002695.2	432469	433482	+	1014	44
ECs_0408	NC_002695.2	433658	434869	+	1212	199
ECs_0409	NC_002695.2	434971	435510	+	540	1384
ECs_0410	NC_002695.2	435635	436468	-	834	1952
ECs_0411	NC_002695.2	436561	437670	-	1110	3670
ECs_0412	NC_002695.2	437705	437980	-	276	1008
ECs_0413	NC_002695.2	438140	439186	-	1047	507
ECs_0414	NC_002695.2	439198	441276	-	2079	621
ECs_0415	NC_002695.2	441345	442376	-	1032	403
ECs_0416	NC_002695.2	442373	443677	-	1305	691
ECs_0417	NC_002695.2	443762	445303	-	1542	223
ECs_0418	NC_002695.2	445303	445932	-	630	126
ECs_0419	NC_002695.2	446235	447197	+	963	93
ECs_0420	NC_002695.2	447210	447977	+	768	56
ECs_0421	NC_002695.2	447974	448801	+	828	64
ECs_0422	NC_002695.2	448798	449649	+	852	338
ECs_0423	NC_002695.2	449756	450730	-	975	7004
ECs_0424	NC_002695.2	451256	454198	+	2943	2694
ECs_0425	NC_002695.2	454286	454909	+	624	123
ECs_0426	NC_002695.2	454910	456067	-	1158	1558
ECs_0427	NC_002695.2	456419	457639	+	1221	1200
ECs_0428	NC_002695.2	457652	458746	+	1095	2362
ECs_0429	NC_002695.2	458805	459113	-	309	459
ECs_0430	NC_002695.2	459373	459585	+	213	173
ECs_0431	NC_002695.2	459609	460703	-	1095	6172
ECs_0432	NC_002695.2	461166	461426	+	261	677
ECs_0433	NC_002695.2	461527	462942	+	1416	830
ECs_0434	NC_002695.2	463061	463381	+	321	268
ECs_0435	NC_002695.2	463483	464598	+	1116	642
ECs_0436	NC_002695.2	464615	465424	-	810	4106
ECs_0437	NC_002695.2	465544	466002	+	459	2026
ECs_0438	NC_002695.2	466185	466709	+	525	2818
ECs_0439	NC_002695.2	466759	466950	+	192	1244
ECs_0440	NC_002695.2	467208	467885	+	678	1115
ECs_0441	NC_002695.2	467957	468241	+	285	1283
ECs_0442	NC_002695.2	468385	470664	+	2280	201
ECs_0443	NC_002695.2	470661	471110	+	450	488
ECs_0444	NC_002695.2	471195	472172	-	978	11657
ECs_0445	NC_002695.2	472231	473139	+	909	292
ECs_0446	NC_002695.2	473282	474550	-	1269	1359
ECs_0447	NC_002695.2	474592	477735	-	3144	3122
ECs_0448	NC_002695.2	477732	478934	-	1203	1837
ECs_0449	NC_002695.2	479124	479813	+	690	1787
ECs_0450	NC_002695.2	479871	481166	+	1296	2016
ECs_0451	NC_002695.2	481573	482892	+	1320	11225
ECs_0452	NC_002695.2	482968	484341	+	1374	8028
ECs_0453	NC_002695.2	484497	486314	+	1818	692
ECs_0454	NC_002695.2	486502	487947	+	1446	558
ECs_0455	NC_002695.2	487968	488549	-	582	1070
ECs_0456	NC_002695.2	488642	489712	+	1071	10244
ECs_0457	NC_002695.2	489767	490894	+	1128	34301
ECs_0458	NC_002695.2	490917	491249	+	333	12403
ECs_0459	NC_002695.2	491310	493124	+	1815	34067
ECs_0460	NC_002695.2	493135	494106	+	972	13443
ECs_0461	NC_002695.2	494257	494499	+	243	765
ECs_0462	NC_002695.2	494492	494773	+	282	839
ECs_0463	NC_002695.2	494861	495208	+	348	2661
ECs_0464	NC_002695.2	495385	496269	-	885	4571
ECs_0465	NC_002695.2	496568	497107	-	540	530
ECs_0466	NC_002695.2	497258	497707	+	450	1669
ECs_0467	NC_002695.2	497711	498814	+	1104	3450
ECs_0468	NC_002695.2	498903	499373	+	471	15954
ECs_0469	NC_002695.2	499393	499812	+	420	17190
ECs_0470	NC_002695.2	499890	500867	+	978	1826
ECs_0471	NC_002695.2	500845	501360	+	516	1937
ECs_0472	NC_002695.2	501538	503109	-	1572	271
ECs_0473	NC_002695.2	503340	504314	-	975	694
ECs_0474	NC_002695.2	504369	506231	-	1863	12710
ECs_0475	NC_002695.2	506256	507155	-	900	8902
ECs_0476	NC_002695.2	507155	507397	-	243	2610
ECs_0477	NC_002695.2	507603	509051	+	1449	29763
ECs_0478	NC_002695.2	509105	509695	-	591	1229
ECs_0479	NC_002695.2	509658	510569	-	912	1485
ECs_0480	NC_002695.2	510737	511228	+	492	7230
ECs_0481	NC_002695.2	511356	512720	-	1365	5060
ECs_0482	NC_002695.2	512869	513759	-	891	26295
ECs_0483	NC_002695.2	513771	514100	-	330	12216
ECs_0484	NC_002695.2	514100	514714	-	615	19873
ECs_0485	NC_002695.2	514704	516695	-	1992	118883
ECs_0486	NC_002695.2	516717	517664	-	948	87836
ECs_0487	NC_002695.2	518124	519599	-	1476	9419
ECs_0488	NC_002695.2	519643	520221	-	579	10485
ECs_0489	NC_002695.2	520529	520843	+	315	3539
ECs_0490	NC_002695.2	521187	522485	+	1299	175095
ECs_0491	NC_002695.2	522730	523353	+	624	19543
ECs_0492	NC_002695.2	523479	524753	+	1275	35381
ECs_0493	NC_002695.2	524941	527295	+	2355	32397
ECs_0494	NC_002695.2	527504	527776	+	273	14715
ECs_0495	NC_002695.2	527968	529839	+	1872	34447
ECs_0496	NC_002695.2	529990	530361	+	372	415
ECs_0497	NC_002695.2	530467	530865	+	399	368
ECs_0498	NC_002695.2	530917	531612	-	696	1689
ECs_0499	NC_002695.2	531677	533377	-	1701	486
ECs_0500	NC_002695.2	533477	534295	+	819	1563
ECs_0501	NC_002695.2	534447	534905	+	459	1380
ECs_0502	NC_002695.2	534935	536707	+	1773	3216
ECs_0503	NC_002695.2	536700	538481	+	1782	3707
ECs_0504	NC_002695.2	538662	539000	+	339	142
ECs_0505	NC_002695.2	539030	540316	+	1287	581
ECs_0506	NC_002695.2	540365	541225	-	861	1194
ECs_0507	NC_002695.2	541443	542015	+	573	2622
